numSample,radar_X_m,radar_Y_m,radar_Z_m,dim_X_m,dim_Y_m,dim_Z_m,rotation_y,class
13547,55.26,1.1,0.0,4.7,2.0,1.7,0.07,1
13548,55.62,1.32,1.18,4.7,2.0,1.79,0.06,1
13549,55.92,1.43,-0.11,4.7,2.0,1.7,0.06,1
13550,56.27,1.23,0.75,4.7,2.0,1.78,0.09,1
13551,56.51,1.41,-0.07,4.7,2.0,1.7,0.09,1
13552,56.8,1.45,0.67,4.7,2.0,1.78,0.06,1
13552,184.78,11.52,1.17,4.7,2.0,1.7,0.0,1
13553,57.91,1.28,0.77,4.7,2.0,1.7,0.05,1
13554,58.19,0.97,-0.12,4.71,2.07,1.43,0.01,1
13555,58.46,1.0,0.86,4.7,2.0,1.7,0.02,1
13556,58.97,0.56,0.2,4.77,1.99,1.71,0.0,1
13557,58.91,0.46,-0.03,4.7,2.0,1.7,0.0,1
13558,59.26,0.15,0.69,4.7,2.0,1.84,0.0,1
13559,59.51,0.07,-0.37,4.76,2.1,1.75,-0.0,1
13560,59.78,-0.25,-0.05,4.7,2.0,1.7,0.0,1
13561,59.94,-0.44,0.8,4.7,2.0,1.72,0.0,1
13562,61.07,-0.59,-0.13,4.7,2.0,1.7,0.0,1
13562,126.94,-8.87,0.01,4.7,2.0,1.7,0.0,1
13563,61.35,-0.84,0.39,4.78,1.98,1.7,-0.0,1
13564,61.41,-0.89,-0.21,4.7,2.0,1.7,0.0,1
13564,168.55,-5.24,-1.03,4.7,2.0,1.7,-0.09,1
13565,61.6,-0.86,0.58,4.7,2.0,1.7,6.28,1
13566,61.82,-0.79,-0.32,4.7,2.0,1.71,0.0,1
13566,166.95,-6.14,-1.07,4.7,2.0,1.7,-0.03,1
13567,62.0,-0.86,0.31,4.7,2.0,1.7,0.0,1
13568,62.21,-0.96,-0.3,4.7,2.0,1.7,-0.03,1
13568,165.25,-7.13,-1.0,4.7,2.0,1.7,-0.09,1
13569,62.59,-1.0,0.32,4.79,1.72,1.54,-0.0,1
13570,62.56,-0.8,-0.3,4.7,2.0,1.7,0.0,1
13570,163.47,-7.94,-1.0,4.7,2.0,1.7,-0.09,1
13571,62.81,-1.32,0.26,4.7,2.0,1.7,-0.06,1
13572,62.96,-1.28,-0.37,4.7,2.0,1.7,-0.03,1
13572,161.84,-9.68,-1.08,4.7,2.0,1.7,6.13,1
13573,63.59,-2.11,-0.94,4.7,2.0,1.7,-0.05,1
13574,63.85,-2.29,0.93,4.7,2.0,1.7,0.0,1
13574,157.41,-13.07,1.01,4.7,2.0,1.7,-0.15,1
13575,64.06,-2.34,-0.39,4.7,2.0,1.7,-0.06,1
13575,156.58,-13.23,-1.07,4.7,2.0,1.7,-0.09,1
13576,64.3,-2.54,0.59,4.7,2.0,1.72,-0.06,1
13576,155.64,-13.81,0.98,4.7,2.0,1.7,-0.13,1
13577,64.4,-2.62,0.11,4.7,2.0,1.7,-0.06,1
13578,64.69,-2.79,1.2,4.7,2.0,1.7,0.0,1
13578,153.95,-14.4,0.25,4.7,2.0,1.7,-0.15,1
13579,64.79,-3.14,1.02,4.7,2.0,1.7,-0.06,1
13580,65.13,-3.19,0.85,4.75,2.01,1.92,-0.06,1
13580,152.36,-15.32,0.96,4.73,2.05,1.48,-0.17,1
13581,65.18,-3.32,0.06,4.7,2.0,1.7,-0.09,1
13582,65.41,-3.32,0.54,4.7,2.0,1.7,-0.11,1
13582,150.68,-15.1,1.07,4.7,2.0,1.7,-0.21,1
13583,65.55,-3.07,-0.14,4.7,2.0,1.7,-0.09,1
13584,65.76,-3.52,0.83,4.7,2.0,1.94,-0.09,1
13584,149.09,-14.87,1.05,4.7,2.0,1.7,-0.15,1
13585,66.54,-3.48,0.73,4.7,2.0,1.7,-0.08,1
13586,66.63,-3.34,-0.05,4.7,2.0,1.7,-0.06,1
13586,145.15,-14.14,-1.0,4.7,2.0,1.7,-0.18,1
13587,67.14,-3.31,-0.3,4.7,2.0,1.7,-0.12,1
13587,143.57,-13.56,-0.92,4.7,2.0,1.7,-0.2,1
13588,67.23,-3.5,1.0,4.7,2.0,1.7,-0.1,1
13588,142.84,-13.82,1.73,4.7,2.0,1.7,-0.17,1
13589,67.48,-3.6,-0.45,4.7,2.0,1.7,-0.09,1
13589,142.04,-13.54,-0.85,4.7,2.0,1.7,-0.18,1
13590,67.59,-3.56,0.31,4.7,2.0,1.7,-0.12,1
13590,141.27,-13.51,0.47,4.7,2.0,1.7,-0.15,1
13591,67.9,-3.39,-0.09,4.77,1.99,1.8,-0.09,1
13591,140.64,-13.08,-0.56,4.75,2.06,1.75,6.14,1
13592,68.33,-3.23,0.39,4.7,2.0,1.7,-0.09,1
13592,138.27,-12.52,0.59,4.7,2.0,1.7,-0.18,1
13593,68.61,-3.09,-0.3,4.7,2.0,1.7,-0.09,1
13594,69.39,-3.28,0.38,4.7,2.0,1.7,-0.09,1
13594,133.38,-11.66,0.66,4.7,2.0,1.7,-0.15,1
13595,69.49,-3.11,-0.47,4.7,2.0,1.7,-0.03,1
13596,69.64,-3.42,1.05,4.7,2.0,1.7,-0.08,1
13596,131.91,-11.98,1.54,4.7,2.0,1.7,-0.12,1
13597,69.74,-3.21,-0.23,4.7,2.0,1.7,-0.06,1
13599,70.25,-3.29,-0.3,4.7,2.0,1.7,-0.09,1
13600,70.31,-3.53,1.23,4.7,2.0,1.7,-0.03,1
13600,127.83,-11.18,2.09,4.7,2.0,1.7,-0.12,1
13601,70.56,-3.62,0.37,4.7,2.0,1.7,-0.06,1
13601,127.06,-11.21,0.16,4.7,2.0,1.7,-0.12,1
13602,70.54,-3.68,1.29,4.7,2.0,1.85,-0.08,1
13602,126.17,-11.0,2.09,4.7,2.0,1.7,-0.13,1
13603,70.72,-3.45,0.43,4.7,2.0,1.7,-0.06,1
13603,125.47,-10.98,0.87,4.7,2.0,1.7,-0.15,1
13604,71.09,-3.4,0.39,4.7,2.0,1.7,-0.09,1
13604,122.49,-10.26,0.83,4.7,2.0,1.7,-0.18,1
13605,71.1,-3.33,1.12,4.7,2.0,1.7,-0.09,1
13605,121.67,-10.0,2.0,4.7,2.0,1.7,-0.12,1
13606,71.22,-3.33,-0.12,4.7,2.0,1.7,-0.07,1
13606,120.92,-9.61,0.01,4.7,2.0,1.7,-0.09,1
13607,71.31,-3.01,1.27,4.7,2.01,1.73,-0.09,1
13607,118.64,-9.02,2.03,4.7,2.0,1.7,-0.12,1
13608,71.32,-3.14,0.38,4.7,2.0,1.7,6.19,1
13608,117.86,-9.26,0.58,4.7,2.0,1.7,-0.15,1
13609,71.58,-2.71,-0.24,4.7,2.0,1.7,-0.09,1
13610,71.5,-3.01,0.57,4.7,2.0,1.67,-0.09,1
13610,115.61,-8.86,1.17,4.7,2.0,1.7,-0.15,1
13611,71.7,-2.99,1.06,4.7,2.0,1.84,-0.09,1
13611,114.99,-8.77,1.37,4.7,2.0,1.7,-0.15,1
13613,71.85,-3.01,1.0,4.7,2.0,2.03,-0.09,1
13613,112.74,-8.38,1.17,4.7,2.0,1.7,-0.06,1
13614,72.38,-2.76,1.26,4.7,2.0,1.7,-0.09,1
13614,109.89,-8.28,1.09,4.7,2.0,1.7,-0.09,1
13615,72.73,-2.65,0.84,4.7,2.0,1.7,-0.12,1
13615,107.79,-8.04,0.7,4.7,2.0,1.7,-0.12,1
13616,72.83,-2.37,1.29,4.7,2.0,1.7,-0.09,1
13616,107.08,-8.02,1.52,4.7,2.0,1.7,-0.15,1
13634,75.01,0.59,-0.34,4.7,2.0,1.7,-0.09,1
13634,80.2,-4.2,-0.32,4.7,2.0,1.7,-0.09,1
13636,75.14,0.51,-0.36,4.7,2.0,1.7,-0.04,1
13636,78.78,-4.31,-0.48,4.7,2.0,1.7,-0.05,1
13640,76.15,-3.48,0.3,4.7,2.0,1.7,-0.06,1
13640,75.39,0.44,0.34,4.7,2.0,1.7,-0.06,1
13719,76.38,3.21,-0.0,4.7,2.0,1.7,0.0,1
13722,73.72,3.92,0.37,4.7,2.0,1.7,0.0,1
13722,99.9,-0.23,0.18,4.7,2.0,1.7,0.0,1
13739,74.14,-1.23,-0.34,4.7,2.2,2.15,0.0,1
13739,71.22,3.45,-0.38,4.7,2.0,1.7,0.0,1
13740,73.18,-1.25,0.3,4.7,2.26,2.02,0.0,1
13740,70.99,3.29,0.11,4.7,2.0,1.7,0.0,1
13742,71.86,-1.31,0.26,4.7,2.42,2.13,0.0,1
13742,70.81,3.49,0.03,4.7,2.0,1.7,0.0,1
13744,70.39,-1.33,0.35,4.7,2.28,2.24,-0.02,1
13744,70.59,3.54,0.05,4.7,2.0,1.7,0.0,1
13745,69.59,-1.22,-1.1,4.7,2.25,1.73,0.0,1
13745,70.49,3.45,-1.0,4.7,2.0,1.7,0.0,1
13746,68.98,-1.32,0.71,4.7,2.35,2.32,-0.0,1
13746,70.43,3.39,0.26,4.77,1.69,1.44,0.02,1
13747,68.3,-1.17,-0.41,4.75,2.17,1.74,0.01,1
13747,70.28,3.5,-0.57,4.72,2.13,1.45,-0.02,1
13748,67.51,-1.28,0.72,4.79,2.29,2.34,0.0,1
13748,70.13,3.13,0.36,4.7,2.08,1.63,-0.01,1
13749,66.83,-1.24,-0.67,4.7,2.34,2.3,0.0,1
13749,69.9,3.5,-1.05,4.7,2.0,1.7,0.0,1
13750,65.99,-1.38,0.29,4.7,2.25,1.87,0.0,1
13750,69.72,3.22,0.35,4.7,2.0,1.7,0.0,1
13751,65.26,-1.28,-0.27,4.7,2.17,1.7,0.0,1
13751,69.65,3.24,-0.32,4.7,2.0,1.7,0.0,1
13752,63.16,-1.63,0.67,4.7,2.47,2.39,0.0,1
13752,69.14,2.79,0.23,4.7,2.0,1.7,0.0,1
13753,62.47,-1.78,-0.37,4.7,2.26,1.7,0.0,1
13753,69.04,2.79,-0.34,4.7,2.0,1.7,0.0,1
13754,61.75,-1.99,0.02,4.7,2.47,2.3,0.0,1
13754,68.83,2.64,-0.36,4.7,2.0,1.7,0.0,1
13755,61.15,-2.13,-0.55,4.7,2.26,1.93,-0.03,1
13755,68.65,2.4,-0.94,4.7,2.0,1.7,0.0,1
13756,60.55,-2.36,0.29,4.75,2.2,1.73,-0.0,1
13756,68.6,2.15,0.28,4.73,1.78,1.45,-0.01,1
13757,59.72,-2.4,-0.4,4.7,2.21,1.75,0.0,1
13757,68.25,2.1,-0.49,4.7,2.0,1.7,0.0,1
13758,59.07,-2.66,0.08,4.7,2.34,2.09,0.0,1
13758,68.09,1.87,-0.32,4.7,2.0,1.7,0.0,1
13759,58.4,-2.73,0.01,4.7,2.17,2.07,0.0,1
13759,67.99,1.71,-0.33,4.7,2.0,1.7,0.0,1
13760,57.81,-3.04,0.36,4.78,2.26,2.6,0.0,1
13760,67.8,1.31,0.01,4.7,2.0,1.75,0.0,1
13761,57.08,-3.06,0.02,4.7,2.06,2.01,0.0,1
13761,67.73,1.11,-0.33,4.7,2.0,1.7,0.0,1
13762,56.3,-3.29,0.38,4.7,2.24,2.45,0.0,1
13762,67.48,0.86,-0.22,4.7,2.0,1.7,0.0,1
13763,55.59,-3.48,-0.64,4.7,2.05,1.76,-0.03,1
13763,67.32,0.79,-1.05,4.7,2.0,1.7,0.0,1
13764,54.91,-3.75,0.35,4.7,2.21,2.43,0.0,1
13764,67.16,0.49,-0.14,4.7,2.0,1.7,0.0,1
13765,52.9,-3.83,0.06,4.7,2.1,1.74,0.0,1
13765,66.72,0.03,-0.31,4.7,2.0,1.7,0.0,1
13766,52.36,-4.06,0.79,4.79,2.22,2.29,0.0,1
13766,66.59,-0.03,0.14,4.7,2.13,1.7,0.01,1
13767,51.66,-4.05,0.01,4.75,2.04,1.77,0.0,1
13767,66.46,-0.27,-1.0,4.7,2.0,1.7,0.0,1
13768,50.95,-4.33,0.77,4.78,2.17,2.23,-0.04,1
13768,66.37,-0.54,0.67,4.7,2.0,2.23,-0.04,1
13769,50.22,-4.39,-0.45,4.7,2.33,1.7,0.0,1
13769,66.17,-0.52,-0.6,4.7,2.04,1.7,0.0,1
13770,49.67,-4.58,0.75,4.85,2.21,2.17,-0.03,1
13770,66.07,-0.79,0.88,4.7,2.0,1.79,-0.04,1
13771,48.64,-4.67,-0.2,4.7,2.19,2.24,0.0,1
13771,66.0,-0.86,-0.39,4.7,2.0,1.7,0.0,1
13772,48.28,-4.77,0.73,4.75,2.26,2.11,0.01,1
13772,65.77,-1.2,0.33,4.7,2.0,1.7,-0.02,1
13773,47.6,-4.82,-0.01,4.73,2.04,1.7,0.0,1
13773,65.88,-1.24,-0.69,4.7,2.0,1.4,0.0,1
13774,47.05,-5.05,0.71,5.0,2.59,2.09,-0.02,1
13774,65.79,-1.36,0.65,4.7,2.0,2.29,0.01,1
13775,46.43,-4.93,-0.14,5.2,2.14,2.06,0.0,1
13775,65.81,-1.53,-0.3,4.7,2.0,1.7,0.0,1
13776,45.85,-5.08,0.53,4.96,2.23,2.32,-0.04,1
13776,65.68,-1.69,0.32,4.7,2.0,1.7,-0.03,1
13777,45.47,-5.05,-0.06,5.54,2.26,2.11,-0.03,1
13777,65.77,-1.72,-0.88,4.7,2.0,1.7,-0.02,1
13778,44.01,-5.03,-0.14,5.04,2.26,1.87,0.0,1
13778,65.76,-1.84,-0.27,4.7,2.0,1.7,0.0,1
13779,43.3,-5.1,0.54,4.86,2.29,2.13,-0.0,1
13779,65.86,-2.09,0.44,4.7,2.0,1.7,-0.03,1
13780,42.87,-5.03,-0.08,5.21,2.11,1.85,0.0,1
13780,65.79,-1.99,-0.43,4.7,2.0,1.7,0.0,1
13781,42.62,-5.01,0.6,5.84,2.42,2.44,0.01,1
13781,65.92,-2.21,0.41,4.7,2.0,1.7,0.01,1
13782,41.7,-4.96,0.1,5.42,2.0,1.7,0.0,1
13782,65.87,-2.23,-0.26,4.7,2.0,1.7,0.0,1
13783,40.91,-5.01,0.46,5.21,2.23,2.15,0.0,1
13783,65.98,-2.5,0.99,4.7,2.0,1.7,0.0,1
13784,40.3,-4.89,-0.14,5.31,2.03,1.7,0.01,1
13784,65.99,-2.55,-0.71,4.7,2.0,1.7,0.01,1
13785,39.72,-4.96,0.51,5.3,2.24,1.91,0.0,1
13785,66.04,-2.67,0.67,4.7,2.0,2.24,-0.02,1
13786,39.01,-5.0,0.25,5.12,2.36,2.42,0.0,1
13786,66.09,-2.59,-0.44,4.7,2.0,1.7,0.0,1
13787,38.28,-4.95,0.54,5.22,2.16,1.89,-0.0,1
13787,66.17,-3.05,0.65,4.7,2.0,2.24,-0.03,1
13788,37.73,-5.0,0.29,5.33,2.24,2.17,0.0,1
13788,66.23,-3.07,-0.41,4.7,2.0,1.7,0.0,1
13789,36.97,-4.93,0.49,5.38,2.2,1.89,0.0,1
13789,66.19,-3.15,0.28,4.7,2.0,1.7,0.0,1
13790,36.21,-5.01,0.27,5.42,2.28,2.18,0.0,1
13790,66.28,-3.29,-0.54,4.7,2.0,1.7,0.0,1
13791,35.53,-5.01,0.51,5.43,2.26,1.79,0.0,1
13791,66.38,-3.55,1.05,4.7,2.0,1.7,0.0,1
13792,33.91,-5.12,0.47,5.45,2.44,1.9,0.0,1
13792,66.45,-4.02,1.13,4.7,2.0,1.7,0.0,1
13793,33.39,-5.1,0.15,5.66,2.19,2.11,0.0,1
13793,66.32,-4.1,-1.0,4.7,2.0,1.7,0.0,1
13794,32.39,-5.06,0.4,5.46,2.24,1.81,0.0,1
13794,66.48,-4.28,0.36,4.7,2.0,1.7,0.0,1
13795,31.95,-5.18,0.32,6.03,2.22,1.84,0.0,1
13795,66.37,-4.4,0.04,4.7,2.0,1.7,0.0,1
13796,30.82,-5.22,0.56,5.46,2.23,1.7,0.0,1
13796,66.45,-4.8,1.23,4.7,2.0,1.7,0.0,1
13797,30.28,-5.32,0.28,5.76,2.36,2.13,-0.02,1
13797,66.48,-4.76,-0.17,4.7,2.0,1.7,-0.02,1
13798,29.61,-5.28,0.33,5.94,2.2,1.66,-0.0,1
13798,66.54,-5.0,1.0,4.7,2.0,1.7,-0.03,1
13799,28.69,-5.3,0.23,5.62,2.21,1.88,0.0,1
13799,66.45,-4.94,-0.25,4.7,2.0,1.7,0.0,1
13800,27.96,-5.22,0.5,5.37,2.13,1.96,-0.01,1
13800,66.68,-5.02,1.13,4.74,2.06,1.44,-0.0,1
13801,27.21,-5.31,0.12,5.4,2.29,1.96,-0.01,1
13801,66.61,-5.01,-0.95,4.7,2.0,1.7,-0.02,1
13802,26.48,-5.2,0.47,5.52,2.17,1.87,-0.01,1
13802,66.66,-5.22,1.2,4.7,2.0,1.7,-0.02,1
13803,25.78,-5.19,0.17,5.51,2.14,1.76,-0.01,1
13803,66.65,-5.1,-0.18,4.7,2.0,1.7,-0.03,1
13804,25.21,-5.11,0.71,5.66,2.13,1.82,0.0,1
13804,66.71,-5.18,0.96,4.7,2.0,1.7,0.0,1
13805,23.69,-5.04,0.63,5.72,2.05,1.84,0.0,1
13805,66.74,-5.08,0.96,4.7,2.0,1.7,0.0,1
13806,23.13,-5.06,0.39,5.72,2.08,1.7,0.0,1
13806,66.79,-4.95,-0.36,4.7,2.0,1.7,0.0,1
13807,22.47,-5.03,0.6,5.65,2.06,1.76,0.0,1
13807,66.8,-5.04,1.46,4.7,2.0,2.15,0.0,1
13808,21.86,-5.04,0.3,5.67,2.1,1.79,0.0,1
13808,66.86,-4.99,-0.08,4.7,2.0,1.7,0.0,1
13809,21.12,-5.06,0.54,5.61,2.12,1.7,0.0,1
13809,67.36,-5.13,1.46,5.61,2.12,2.14,0.0,1
13810,19.8,-5.14,0.63,5.58,2.09,1.83,-0.01,1
13810,67.02,-5.2,1.1,4.7,2.0,1.7,-0.03,1
13811,19.22,-5.18,0.54,5.76,2.14,1.9,0.0,1
13811,66.97,-5.4,-1.0,4.7,2.0,1.7,0.0,1
13812,18.61,-5.11,0.59,5.71,2.09,1.76,0.0,1
13812,67.03,-5.41,0.09,4.7,2.0,1.7,0.0,1
13813,17.88,-5.04,0.42,5.64,2.19,1.88,-0.01,1
13813,67.14,-5.09,-0.75,4.7,2.0,1.7,-0.03,1
13814,17.3,-4.95,0.64,5.68,2.17,1.8,-0.0,1
13814,67.27,-5.17,1.05,4.7,2.0,1.7,-0.03,1
13815,16.68,-4.98,0.22,5.82,2.28,1.87,0.0,1
13815,67.27,-4.85,-0.92,4.7,2.0,1.7,0.0,1
13816,75.35,-4.54,-1.0,4.7,2.02,1.7,0.0,1
13817,76.09,-4.38,-0.6,4.7,2.0,1.7,-0.02,1
13844,28.18,14.1,0.55,4.7,2.0,1.7,2.99,1
13852,13.54,3.5,0.48,4.7,2.0,1.7,-0.02,1
13853,14.6,3.42,0.33,4.7,2.0,1.7,-0.01,1
13856,17.59,3.21,0.52,4.7,2.05,1.7,-0.02,1
13856,18.65,12.88,0.37,4.7,2.48,1.97,3.14,1
13857,18.61,3.2,0.36,4.7,2.0,1.7,0.0,1
13858,19.53,3.14,0.54,4.7,2.0,1.7,0.0,1
13860,24.97,2.98,0.62,4.7,2.0,1.7,0.0,1
13861,25.82,2.92,0.31,4.7,2.0,1.7,0.0,1
13862,26.69,2.9,0.48,4.7,2.0,1.7,0.0,1
13863,27.51,2.81,0.45,4.7,2.0,1.7,0.0,1
13864,28.33,2.87,0.5,4.72,2.04,1.43,0.01,1
13865,29.1,2.72,0.27,4.7,2.0,1.7,0.0,1
13866,29.88,2.66,0.39,4.7,2.0,1.7,0.0,1
13867,30.73,2.57,0.19,4.7,2.0,1.55,-0.02,1
13868,31.43,2.59,0.43,4.7,2.0,1.7,-0.03,1
13869,32.97,2.21,0.69,4.7,2.0,1.7,0.0,1
13870,33.77,2.15,0.38,4.7,2.0,1.7,0.0,1
13871,34.48,2.05,0.63,4.7,2.0,1.7,0.0,1
13872,35.21,1.99,0.18,4.7,2.0,1.7,0.0,1
13873,36.02,1.87,0.4,4.7,2.0,1.7,-0.03,1
13876,38.31,1.55,0.31,4.7,2.0,1.7,0.0,1
13879,43.56,0.28,0.43,4.75,2.0,1.47,12.56,1
13881,45.75,-0.26,-0.0,4.71,2.04,1.53,-0.05,1
13883,47.12,-0.47,0.1,4.7,2.0,1.7,0.0,1
13884,50.91,-0.92,-0.05,4.7,2.0,1.7,0.0,1
13885,51.46,-1.08,0.23,4.7,2.0,1.7,-0.03,1
13886,51.89,-1.13,-0.17,4.7,2.0,1.7,0.0,1
13887,52.49,-1.2,0.43,4.7,2.0,1.7,0.0,1
13888,53.1,-1.45,0.28,4.7,2.0,1.7,-0.03,1
13889,53.56,-1.56,0.44,4.7,2.0,1.7,-0.01,1
13890,54.48,-1.91,0.67,4.7,2.0,1.7,0.0,1
13891,55.07,-2.06,0.2,4.7,2.0,1.7,-0.02,1
13892,55.51,-2.25,0.31,4.7,2.0,1.7,-0.03,1
13893,55.95,-2.25,-0.34,4.7,2.0,1.7,0.0,1
13894,56.46,-2.43,0.44,4.7,2.0,1.7,0.0,1
13895,56.94,-2.55,-0.22,4.7,2.0,1.7,0.0,1
13896,57.46,-2.75,0.38,4.7,2.0,1.7,-0.06,1
13897,58.39,-2.88,0.56,4.7,2.0,1.7,-0.06,1
13898,59.63,-3.02,0.33,4.7,2.0,1.7,-0.07,1
13899,59.97,-3.09,0.37,4.7,2.0,1.7,-0.07,1
13900,60.24,-3.09,0.74,4.7,2.13,1.7,-0.05,1
13901,60.37,-3.1,0.4,4.7,2.0,1.7,-0.05,1
13902,60.6,-3.33,0.89,4.7,2.0,1.7,-0.12,1
13903,60.89,-3.06,0.19,4.7,2.0,1.7,0.0,1
13904,61.35,-3.17,0.38,4.7,2.0,1.7,-0.08,1
13905,61.53,-3.29,0.77,4.7,2.0,1.7,0.0,1
13906,61.9,-3.5,0.86,4.7,2.0,1.7,-0.05,1
13907,62.23,-3.57,0.31,4.7,2.0,1.7,0.0,1
13911,62.7,-3.19,0.32,4.7,2.0,1.7,-0.06,1
13912,62.58,-3.22,0.77,4.7,2.0,1.7,0.0,1
13913,62.62,-3.29,-0.08,4.7,2.0,1.7,-0.06,1
13914,62.52,-3.13,0.23,4.7,2.0,1.7,0.0,1
13915,62.45,-3.18,0.67,4.7,2.0,1.7,0.0,1
13916,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
13917,62.33,-3.32,0.4,4.7,2.0,1.7,-0.06,1
13918,62.38,-3.3,-0.09,4.7,2.0,1.7,-0.06,1
13919,62.09,-3.19,0.86,4.7,2.0,1.7,0.0,1
13920,62.2,-3.2,0.07,4.7,2.0,1.7,0.0,1
13921,62.09,-3.21,0.93,4.7,2.0,1.7,0.0,1
13922,62.1,-3.2,0.01,4.7,2.0,1.7,0.0,1
13927,61.87,-3.77,0.34,4.74,2.07,1.49,-0.14,1
13932,61.44,-3.81,-0.07,4.7,2.0,1.7,-0.09,1
13932,29.73,14.26,0.8,4.7,2.0,1.7,3.05,1
13932,9.66,10.05,0.39,5.77,2.0,1.7,3.11,1
13934,61.23,-3.92,-0.03,4.7,2.0,1.7,-0.06,1
13937,60.9,-3.88,1.08,4.77,2.05,1.4,-0.08,1
13939,60.72,-3.83,0.38,4.7,2.0,1.7,0.0,1
13940,60.62,-3.66,0.07,4.7,2.0,1.7,0.0,1
13941,60.61,-3.82,0.43,4.7,2.0,1.7,-0.09,1
13943,60.47,-3.6,0.7,4.7,2.0,1.7,-0.06,1
13947,60.2,-2.93,0.74,4.7,2.0,1.7,0.0,1
13948,60.19,-2.8,0.16,4.7,2.0,1.7,0.0,1
13951,59.78,-2.72,0.39,4.7,2.0,1.7,0.0,1
13952,59.74,-2.9,0.89,4.7,2.0,1.7,-0.05,1
13953,59.77,-3.07,-0.08,4.7,2.0,1.7,-0.08,1
13954,59.58,-2.83,0.56,4.7,2.0,1.7,0.0,1
13955,59.63,-2.68,0.46,4.7,2.02,1.71,-0.0,1
13956,59.5,-3.16,0.57,4.7,2.0,1.7,-0.11,1
13957,59.48,-2.79,0.22,4.7,2.0,1.7,0.0,1
13958,59.49,-2.99,0.48,4.7,2.0,1.7,-0.07,1
13959,59.39,-3.13,0.28,4.7,2.0,1.7,-0.12,1
13960,59.31,-2.81,0.9,4.7,2.0,1.7,0.0,1
13961,59.3,-2.82,0.35,4.7,2.0,1.7,0.0,1
13962,59.34,-2.83,0.8,4.7,2.0,1.7,-0.06,1
13963,59.32,-2.87,0.37,4.7,2.0,1.7,-0.08,1
13964,59.25,-2.56,1.16,4.7,2.0,1.7,0.0,1
13965,59.27,-2.65,0.51,4.7,2.0,1.7,0.0,1
13966,59.3,-2.69,0.92,4.7,2.0,1.7,-0.11,1
13967,59.32,-2.61,0.5,4.7,2.0,1.7,0.0,1
13968,59.36,-2.44,0.87,4.7,2.0,1.7,0.0,1
13969,59.31,-2.34,0.42,4.7,2.0,1.7,0.0,1
13970,59.41,-2.37,1.13,4.7,2.0,1.7,-0.02,1
13972,59.54,-2.26,0.83,4.7,2.0,1.7,0.0,1
13974,59.82,-1.95,0.83,4.7,2.0,1.7,0.0,1
13977,60.28,-1.31,0.91,4.7,2.0,1.7,0.0,1
13981,61.61,-0.48,0.59,4.7,2.0,1.7,0.0,1
13982,61.8,-0.4,1.16,4.7,2.0,1.7,0.0,1
13983,61.93,-0.48,0.64,4.7,2.0,1.7,0.0,1
13985,62.26,-0.26,0.1,4.7,2.0,1.7,0.0,1
13985,73.88,13.59,0.21,4.7,2.0,1.7,3.14,1
13986,62.55,-0.42,0.26,4.7,2.0,1.7,0.0,1
13987,39.0,13.88,0.84,5.25,2.0,1.7,3.14,1
13987,62.6,-0.36,0.95,4.7,2.0,1.7,0.0,1
13991,63.77,-0.78,0.29,4.7,2.0,1.7,0.0,1
13992,63.88,-0.89,0.27,4.7,2.0,1.7,-0.01,1
13993,63.99,-0.77,-0.12,4.7,2.0,1.7,0.0,1
13994,64.59,-1.01,0.33,4.7,2.0,1.98,0.0,1
13995,64.77,-0.96,0.59,4.7,2.0,1.7,0.0,1
13996,64.91,-1.12,-0.3,4.7,2.0,1.7,0.0,1
13997,65.12,-1.11,-0.07,4.7,2.0,1.7,0.0,1
13998,65.3,-1.27,0.6,4.7,2.0,1.7,0.0,1
13999,65.67,-1.07,-0.38,4.7,2.0,1.7,0.0,1
14000,65.88,-1.02,0.66,4.7,2.0,1.7,0.01,1
14001,66.19,-0.84,-0.13,4.7,2.0,1.7,0.0,1
14002,66.31,-0.75,1.06,4.7,2.0,1.7,0.0,1
14003,66.6,-0.47,-0.39,4.7,2.0,1.7,0.0,1
14004,66.98,-0.28,0.42,4.72,2.0,1.4,-0.0,1
14005,67.14,-0.18,-0.39,4.7,2.0,1.7,-0.01,1
14006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
14007,67.84,0.04,-0.87,4.7,2.0,1.7,0.0,1
14008,68.24,0.11,0.41,4.7,2.0,1.7,0.0,1
14009,68.52,0.48,0.79,4.7,2.0,1.7,0.0,1
14010,68.94,0.8,0.38,4.7,2.0,1.7,0.0,1
14011,69.51,1.11,-0.43,4.76,2.13,1.62,0.01,1
14012,69.8,1.17,0.79,4.7,2.0,1.7,0.0,1
14013,70.47,1.45,-0.42,4.7,2.0,1.7,0.0,1
14014,70.9,1.66,0.41,4.7,2.0,1.7,0.0,1
14015,71.52,2.15,0.39,4.7,2.0,1.73,0.0,1
14016,72.06,2.21,0.55,4.7,2.0,1.7,0.0,1
14017,72.6,2.64,-0.5,4.7,2.0,1.7,0.0,1
14018,73.24,2.67,0.48,4.7,2.0,1.7,0.0,1
14019,73.95,3.04,0.32,4.7,2.0,1.7,0.0,1
14020,74.53,3.02,0.69,4.7,2.0,1.7,0.0,1
14021,75.28,3.35,0.04,4.7,2.0,1.7,0.0,1
14022,75.9,3.4,0.03,4.7,2.0,1.7,0.01,1
